CUE,QSS,QCON,KF1,HAL1,LogHAL1,Subtlex1,LogSub1,Length1,POS1,Ortho1,Phono1,Phonemes1,Syllables1,Morphemes1
letter,15,5.16,145,58299,10.97,82.61,3.62,6,NN,7,33,4,2,1
letters,17,5.52,115,32991,10.4,37.45,3.28,7,NN,4,23,5,2,2
lettuce,11,5.67,,970,6.88,3.39,2.24,7,NN,0,3,5,2,1
level,21,4.12,213,130029,11.78,51.63,3.42,5,NN|VB,4,7,4,2,1
lever,15,5.68,14,2025,7.61,3.2,2.21,5,NN|VB,10,19,4,2,1
liar,18,3.79,3,6138,8.72,35.14,3.25,4,NN,1,21,3,1,2
libel,5,2.56,2,2577,7.85,1.1,1.76,5,NN|VB,2,4,4,2,1
liberal,12, ,69,19800,9.89,3.98,2.31,7,JJ,1,2,7,3,2
liberty,8,3.43,46,17135,9.75,16.65,2.93,7,NN,0,0,6,3,2
lice,9,6.36,2,396,5.98,2.14,2.04,4,NN,14,32,3,1,1
license,11, ,36,22780,10.03,32.06,3.21,7,NN|VB,1,0,5,2,1
lick,15, ,3,4418,8.39,10.96,2.75,4,VB|NN,15,44,3,1,1
lid,10,5.55,19,2898,7.97,4.92,2.4,3,NN,18,39,3,1,1
lie,18,4.04,59,21911,9.99,120.25,3.79,3,VB|NN,15,51,2,1,1
life,11,3.88,715,219561,12.3,796.65,4.61,4,NN,12,22,3,1,1
lifeblood,,,1,819,6.71,0.25,1.15,9,NN,0,0,7,2,2
lift,21,3.7,23,9806,9.19,34.14,3.24,4,VB|NN,10,17,4,1,1
light,12,5.39,333,96805,11.48,165.2,3.93,5,NN|VB,9,39,3,1,1
lightheaded,12, ,,,,,,11,,,,,,
lightning,14,5.42,14,13033,9.48,14.14,2.86,9,NN,0,1,6,2,1
like,16,2.82,1290,1060831,13.87,3998.96,5.31,4,minor|VB|NN|JJ,16,38,3,1,1
lime,11,6.69,13,2086,7.64,3.29,2.23,4,NN|VB,17,26,3,1,1
limousine,16,6.2,4,525,6.26,2.82,2.16,9,NN,0,0,7,3,1
limp,22,4.64,12,1596,7.38,3.67,2.27,4,JJ|NN|VB,9,9,4,1,1
line,18,4.65,298,239804,12.39,206.18,4.02,4,NN|VB,26,41,3,1,1
linen,11,5.75,6,1418,7.26,2.92,2.18,5,NN,3,2,5,2,1
lingerie,15, ,2,1300,7.17,2.82,2.16,8,NN,0,0,7,3,1
link,9,4.8,16,39054,10.57,11.94,2.79,4,NN|VB,15,14,4,1,1
lint,16,5.25,4,1004,6.91,1.33,1.84,4,NN,14,13,4,1,1
lion,15,6.14,17,7671,8.95,15.35,2.89,4,NN,7,6,4,1,1
lip,13,6.5,18,3323,8.11,10.75,2.74,3,NN,19,32,3,1,1
lips,13,6.5,69,14796,9.6,31.18,3.2,4,NN,14,23,4,1,2
liquid,14,6.02,48,9017,9.11,7.75,2.6,6,JJ|NN,0,0,6,2,2
list,14,4.93,133,317096,12.67,80.59,3.61,4,NN|VB,17,27,4,1,1
listen,15,4.04,51,33915,10.43,544.78,4.44,6,VB|NN,2,6,4,2,1
lit,15,4.23,17,5376,8.59,9.73,2.7,3,VB|JJ,19,40,3,1,1
literature,9,4.4,133,20438,9.93,6.39,2.51,10,NN,0,0,8,4,2
litter,13,4.71,3,3353,8.12,3.92,2.3,6,NN|VB,9,29,4,2,1
little,7,3.48,831,288496,12.57,1446.39,4.87,6,JJ|RB|NN,1,9,4,2,1
live,18,4.32,177,128442,11.76,344.59,4.24,4,VB,16,21,3,1,1
liver,18,6.11,16,25025,10.13,14.29,2.86,5,NN,12,11,4,2,1
lizard,21,5.67,,5706,8.65,4.84,2.39,6,NN,2,5,5,2,1
load,16,4.35,45,40668,10.61,29.22,3.17,4,NN|VB,11,44,3,1,1
loan,10,3.74,46,9525,9.16,19.86,3.01,4,NN|VB,14,45,3,1,1
lobe,3,5.73,3,464,6.14,1.86,1.98,4,NN,10,17,3,1,1
lobster,23,5.84,1,849,6.74,7.33,2.57,7,NN,1,1,6,2,1
local,26, ,288,139852,11.85,41.73,3.33,5,JJ|NN,4,5,5,2,1
location,13, ,63,62969,11.05,24.76,3.1,8,NN,2,1,6,3,2
lock,14,5.02,23,18221,9.81,56.57,3.46,4,NN|VB,16,38,3,1,1
locus,,,2,75039,11.23,0.33,1.26,5,NN,5,6,5,2,2
lode,,,,599,6.4,0.8,1.62,4,NN,14,44,3,1,1
lodge,21,6.15,19,3576,8.18,6.69,2.53,5,NN|VB,2,14,3,1,1
loft,15,5.94,2,749,6.62,3.65,2.27,4,NN,6,11,4,1,1
log,9,6.86,11,21912,9.99,11.96,2.79,3,NN|VB,21,16,3,1,1
logarithm,,,1,194,5.27,0.04,0.48,9,NN,0,0,9,4,1
london,11, ,89,32949,10.4,46.02,3.37,6,NN,2,4,6,2,2
lonely,17,2.53,25,4872,8.49,41.67,3.33,6,JJ|RB,1,1,5,2,2
long,13,3.68,755,273917,12.52,675.16,4.54,4,JJ|RB|NN|VB,13,19,3,1,1
look,11,3.74,399,253524,12.44,1947.27,5,4,VB|NN,12,24,3,1,1
looks,19,3.74,78,70951,11.17,311.49,4.2,5,VB|NN,12,27,4,1,2
loose,7,3.24,53,25759,10.16,41.78,3.33,5,JJ|VB|NN,4,30,3,1,1
loosen,15, ,3,1329,7.19,5.53,2.45,6,VB,3,9,4,2,2
lord,14,4.18,93,38009,10.55,138.16,3.85,4,NN|VB,12,32,4,1,1
lose,11,2.95,58,38347,10.55,164.35,3.92,4,VB,17,51,3,1,1
loser,11, ,1,4209,8.34,27.08,3.14,5,NN,7,11,4,2,2
loss,14,3.34,86,30002,10.31,29.12,3.17,4,NN,20,22,3,1,1
lost,6, ,173,78090,11.27,274,4.15,4,VB|JJ|NN,14,14,4,1,1
lot,17,4.43,127,232888,12.36,569.92,4.46,3,NN,23,37,3,1,1
lots,16, ,42,70143,11.16,60.16,3.49,4,NN,16,25,4,1,2
loud,11,3.93,20,11931,9.39,39.82,3.31,4,JJ|NN,7,23,3,1,1
lounge,14, ,9,2374,7.77,7.86,2.6,6,NN|VB,0,1,4,1,1
love,18,3.51,232,165830,12.02,1114.98,4.75,4,NN|VB,16,13,3,1,1
lover,16,5.58,19,7081,8.87,26.63,3.13,5,NN,14,11,4,2,2
lovesick,,,,55,4.01,0.69,1.56,8,JJ,0,0,6,2,2
loving,15,3.04,15,8699,9.07,25,3.11,6,JJ|NN|VB,7,7,5,2,2
low,6,3.18,174,86110,11.36,59.14,3.48,3,JJ|NN|RB|VB,24,59,2,1,1
lower,11,3.39,123,49669,10.81,27.78,3.15,5,JJ|RB,13,20,3,1,2
loyal,18,2.28,18,3861,8.26,12,2.79,5,JJ,2,2,4,1,1
loyalty,14,1.56,22,3120,8.05,11.67,2.78,7,NN,2,1,6,2,2
lubricate,16, ,,451,6.11,0.16,0.95,9,VB,0,0,8,3,2
luck,16,2.18,47,60629,11.01,153.73,3.89,4,NN,14,31,3,1,1
luggage,15, ,10,1659,7.41,11.12,2.75,7,NN,0,1,5,2,1
lumber,8,6.07,35,1363,7.22,2.47,2.1,6,NN|VB,6,3,5,2,1
lump,16,6.2,7,2579,7.86,3.55,2.26,4,NN|VB,9,11,4,1,1
lunch,17,5.46,33,11094,9.31,104.12,3.73,5,NN|VB,6,7,4,1,1
lung,11,5.65,16,13500,9.51,8.24,2.62,4,NN,10,19,3,1,1
lungs,,,20,2629,7.87,10.59,2.73,5,NN,5,10,4,1,2
lust,8,3.16,5,5572,8.63,5.57,2.45,4,NN,12,20,4,1,1
macaroni,7,7,,344,5.84,3.25,2.22,8,NN,0,0,8,4,1
machete,,,,159,5.07,1.04,1.73,7,NN,0,0,6,3,1
machine,17,6.75,103,121109,11.7,70.25,3.55,7,NN|VB,0,0,5,2,1
mackerel,,,2,307,5.73,2.12,2.04,8,NN,0,0,6,2,1
mad,11,3.04,39,17811,9.79,113.41,3.76,3,JJ|NN,29,43,3,1,1
mafia,24, ,,2415,7.79,4.67,2.38,5,NN,3,1,5,2,2
magazine,13,5.91,39,60422,11.01,33.2,3.23,8,NN,0,0,7,3,1
maggot,17, ,,498,6.21,1.59,1.91,6,NN,1,2,5,2,1
magic,23,2.13,37,48020,10.78,52.69,3.43,5,NN|VB,1,2,5,2,1
magician,12,5.56,4,1989,7.6,7.65,2.59,8,NN,0,0,6,3,2
magnet,13,5.39,3,2236,7.71,2.75,2.15,6,NN,0,1,6,2,1
magnify,14, ,,253,5.53,0.59,1.49,7,VB,0,0,7,3,2
maid,20,6.25,31,1714,7.45,22.82,3.07,4,NN,8,43,3,1,1
mail,15,4.96,47,260346,12.47,36.84,3.27,4,NN|VB,20,59,3,1,1
mailbox,13, ,1,8810,9.08,4.16,2.33,7,NN,0,0,7,2,2
mailman,12, ,1,346,5.85,2.88,2.17,7,NN,1,1,6,2,2
main,27,2.89,119,74094,11.21,42.73,3.34,4,JJ|NN,13,59,3,1,1
major,10,3.27,247,100373,11.52,104.76,3.73,5,JJ|NN,2,8,4,2,1
majority,13,3.48,57,34564,10.45,5.12,2.42,8,NN,0,0,8,4,2
make,14,2.89,794,520909,13.16,1387.75,4.85,4,VB|NN,22,41,3,1,1
maker,17,4.46,12,8080,9,4.92,2.4,5,NN,8,14,4,2,2
male,5,5.48,37,58587,10.98,33.94,3.24,4,JJ|NN,27,59,3,1,1
mall,8,5.94,3,7767,8.96,18.9,2.98,4,NN,18,43,3,1,1
malt,11, ,1,1882,7.54,1.65,1.93,4,NN,13,14,4,1,1
mammal,18,6.31,1,671,6.51,1.22,1.8,6,NN,1,4,4,2,1
man,9,6.14,1207,188876,12.15,1845.75,4.97,3,NN|VB,34,45,3,1,1
manager,17,6.04,88,59800,11,39.96,3.31,7,NN,2,1,6,3,2
mandarin,,,1,2020,7.61,1.31,1.83,8,NN,0,0,8,3,1
mangle,,,,301,5.71,0.27,1.18,6,VB|NN,7,8,5,2,1
manipulative,,,,666,6.5,1.63,1.92,12,JJ,0,1,12,5,3
manner,21,2.93,124,22183,10.01,11.53,2.77,6,NN,5,19,4,2,1
manners,15, ,15,2987,8,12.76,2.81,7,NN,3,8,5,2,2
manufacturer,24, ,23,14162,9.56,1.78,1.96,12,NN,2,2,11,5,4
many,8,2.67,1030,474923,13.07,359.43,4.26,4,JJ|NN|minor,9,18,4,2,1
map,16,5.53,13,25878,10.16,31.82,3.21,3,NN|VB,29,34,3,1,1
maple,6,5.23,7,4079,8.31,3.24,2.22,5,NN,0,1,4,2,1
marble,22,6.23,21,4081,8.31,5.22,2.43,6,NN,2,7,5,2,1
march,15,4.2,120,74695,11.22,24.02,3.09,5,NN|VB,5,12,4,1,1
margin,17, ,10,4955,8.51,1.96,2,6,NN,3,1,6,2,1
marijuana,10, ,10,10768,9.28,5.31,2.43,9,NN,0,0,8,4,1
marines,18, ,4,70,4.25,,,7,,2,0,5,2,
marionette,,,,99,4.6,0.14,0.9,10,NN,0,0,8,3,2
mark,18,4.6,83,103559,11.55,82.02,3.62,4,NN|VB,18,16,4,1,1
marker,20, ,5,3755,8.23,5.24,2.43,6,NN,6,12,5,2,2
market,14,4.95,155,98850,11.5,36.24,3.27,6,NN|VB,3,3,6,2,1
maroon,14,4.82,3,576,6.36,1.2,1.79,6,NN|JJ|VB,2,2,5,2,1
marriage,19,3.94,95,21299,9.97,77.06,3.59,8,NN,1,2,5,2,2
marry,21,3.41,18,7832,8.97,104.35,3.73,5,VB,10,23,4,2,1
mars,13, ,21,8196,9.01,10.49,2.73,4,NN,28,38,4,1,1
marsh,13,5.7,4,5131,8.54,3.51,2.26,5,NN,2,11,4,1,1
mary,15, ,88,25159,10.13,88.08,3.65,4,NN,15,30,4,2,1
mask,12,6.38,9,12361,9.42,19.8,3,4,NN|VB,11,10,4,1,1
mason,20, ,23,6800,8.82,13.9,2.85,5,NN,4,9,4,2,1
mass,19,4.09,110,33835,10.43,17.25,2.94,4,NN|JJ|VB,22,32,3,1,1
massage,15, ,2,4037,8.3,11.08,2.75,7,NN,2,0,5,2,1
master,24,5.53,72,54412,10.9,87.25,3.65,6,NN|VB,10,11,5,2,1
mastery,20,2.2,10,1337,7.2,0.57,1.48,7,NN,2,3,6,3,2
mat,12,5.02,5,3514,8.16,3.49,2.25,3,NN,32,42,3,1,1
match,18,5.31,41,35069,10.47,49.43,3.4,5,NN|VB,11,30,3,1,1
mate,19,4.97,21,5179,8.55,29.24,3.17,4,NN|VB,27,49,3,1,1
material,17,6.1,174,59366,10.99,22.14,3.05,8,NN|JJ,2,1,8,3,1
math,19,3.78,4,18404,9.82,16.39,2.92,4,NN,12,26,3,1,1
matter,25, ,308,110274,11.61,370.59,4.28,6,NN|VB,12,23,4,2,1
mature,15,2.39,31,6245,8.74,8.22,2.62,6,JJ|VB|NN,2,0,5,2,1
maximum,14, ,79,22457,10.02,7.76,2.6,7,NN,0,0,8,3,2
maybe,23, ,134,166009,12.02,926.45,4.67,5,RB|NN,0,2,4,2,1
maze,13,5.02,6,6472,8.78,2.55,2.12,4,NN,15,52,3,1,1
mcdonalds,,,,,,,,9,,,,,,
me,12,5,1181,1303959,14.08,9241.94,5.67,2,minor,17,53,2,1,1
meadow,16,6.69,17,841,6.73,2.27,2.07,6,NN,0,2,4,2,1
mean,18,3.09,199,151693,11.93,1243.98,4.8,4,VB|NN,10,38,3,1,1
meaning,19,2.05,127,31933,10.37,37.33,3.28,7,NN|VB,3,9,5,2,2
meaningful,22, ,24,6235,8.74,3.45,2.25,10,JJ,0,0,7,3,3
means,13,2.15,310,130928,11.78,218.35,4.05,5,VB|NN,11,28,4,1,2
measure,23,3.56,91,19777,9.89,10.53,2.73,7,NN|VB,1,0,4,2,1
measurement,23,4.33,34,6219,8.74,0.53,1.45,11,NN,0,0,8,3,2
meat,17,6.93,45,14861,9.61,43.65,3.35,4,NN,13,33,3,1,1
medal,14,5.59,7,3315,8.11,11.57,2.77,5,NN,3,14,4,2,1
media,15, ,13,58004,10.97,22.29,3.06,5,NN,2,2,5,2,2
medical,12, ,162,53004,10.88,54.39,3.44,7,JJ|NN,0,1,7,3,2
medicine,27,5.27,30,19795,9.89,34.2,3.24,8,NN,1,0,5,2,1
medieval,13, ,18,4207,8.34,2.96,2.18,8,JJ,0,0,7,4,1
mediocre,17, ,5,2673,7.89,1.39,1.86,8,JJ,0,0,7,4,1
medium,12,2.53,45,19072,9.86,7.1,2.56,6,NN,1,3,6,2,2
meet,18,3.37,148,48215,10.78,352.27,4.25,4,VB|NN,7,33,3,1,1
meeting,13,4.8,159,37663,10.54,132.39,3.83,7,NN|VB,1,22,5,2,2
mellow,13, ,1,1758,7.47,3,2.19,6,JJ|VB,4,10,4,2,1
melt,17,4.04,4,2781,7.93,7.31,2.57,4,VB,10,17,4,1,1
member,18,5.6,137,63948,11.07,28.78,3.17,6,NN,0,0,5,2,1
memorial,20, ,23,4749,8.47,7.06,2.56,8,NN,0,1,8,3,3
memory,15,1.78,76,114930,11.65,48.57,3.39,6,NN,0,1,6,3,2
men,10,6.09,763,98321,11.5,372.76,4.28,3,NN,25,40,3,1,1
menace,,,9,1308,7.18,3.73,2.28,6,NN,1,3,5,2,1
mend,11,3.54,2,357,5.88,2.61,2.13,4,VB|NN,13,20,4,1,1
mental,21, ,43,18663,9.83,19.65,3,6,JJ,3,8,5,2,1
menu,,,5,28562,10.26,9.96,2.71,4,NN,2,1,5,2,1
meow,3, ,,1154,7.05,2.94,2.18,4,VB|NN|minor,0,8,3,2,1
merit,15, ,29,5541,8.62,3.39,2.24,5,NN|VB,0,3,5,2,1
message,16,4.55,64,247136,12.42,91.51,3.67,7,NN,1,1,5,2,1
messy,17,3.3,3,2444,7.8,6.86,2.55,5,JJ,4,15,4,2,2
metal,16,6.76,61,28116,10.24,19.45,3,5,NN,2,14,4,2,1
meteor,16, ,3,1286,7.16,3.53,2.26,6,NN,0,11,5,2,1
meteorite,15, ,6,252,5.53,0.8,1.62,9,NN,0,0,7,3,2
meter,16, ,6,8212,9.01,6.22,2.5,5,NN|VB,7,25,4,2,1
methodist,8, ,13,827,6.72,0.59,1.49,9,NN,1,0,8,3,2
meticulous,16, ,1,485,6.18,1.02,1.72,10,JJ,0,0,10,4,1
metric,13, ,,3477,8.15,0.49,1.42,6,JJ|NN,1,0,6,2,2
mexico,18, ,19,27758,10.23,30.98,3.2,6,NN,1,0,7,3,1
mice,15, ,10,4181,8.34,6.57,2.53,4,NN,15,29,3,1,1
microphone,18, ,4,3685,8.21,4.55,2.37,10,NN,0,0,8,3,2
microscope,19,5.74,8,1171,7.07,2.53,2.11,10,NN,1,0,9,3,2
microwave,14, ,2,4362,8.38,3.9,2.3,9,NN,0,0,8,3,2
middle,19,2.83,118,45179,10.72,89.2,3.66,6,NN|JJ,7,19,4,2,1
might,16,2.4,672,277738,12.53,516.35,4.42,5,VB|NN,9,36,3,1,1
mild,20,3.26,14,5333,8.58,4.8,2.39,4,JJ|NN,9,22,4,1,1
mildew,22,6,1,306,5.72,0.43,1.36,6,NN,1,0,5,2,1
mile,16,4.71,48,9657,9.18,21,3.03,4,NN,22,36,3,1,1
milk,18,6.66,49,15195,9.63,42.53,3.34,4,NN|VB,8,10,4,1,1
million,10, ,204,55862,10.93,120.49,3.79,7,minor|NN,3,6,6,2,1
millionth,,,,220,5.39,0.57,1.48,9,JJ|NN,1,2,7,2,2
millipede,,,,164,5.1,,,9,NN,0,0,7,3,2
mimic,15,3.18,,958,6.86,0.78,1.61,5,VB,0,2,5,2,1
mind,10,2.6,325,131156,11.78,484.61,4.39,4,NN|VB,16,22,4,1,1
mine,11,4.37,59,89230,11.4,250.98,4.11,4,NN|VB|minor,27,38,3,1,1
mineral,12, ,12,2764,7.92,2.59,2.12,7,NN|JJ,0,0,7,3,1
minimum,11, ,64,87433,11.38,8.14,2.62,7,NN|JJ,1,1,7,3,2
mink,7,5.68,5,582,6.37,3.71,2.28,4,NN,18,14,4,1,1
mink_coat,,,,,,,,9,,,,,,
minnow,,,,131,4.88,0.27,1.18,6,NN,1,9,4,2,1
minor,13,3.49,58,26175,10.17,12.82,2.82,5,JJ|NN,3,19,4,2,1
mint,24, ,7,84435,11.34,5.43,2.44,4,NN|VB,16,17,4,1,1
mints,13,5.63,,268,5.59,1.59,1.91,5,NN|VB,12,6,5,1,2
minus,10,2.75,8,4181,8.34,7.86,2.6,5,minor|VB,10,10,5,2,1
minute,7,3.52,53,29713,10.3,377.49,4.28,6,NN,0,3,5,2,1
minutes,5,3.52,1,30,3.4,,,7,encl,0,0,6,2,2
mirage,15,3.14,,1781,7.48,1.55,1.9,6,NN,0,0,5,2,1
mirror,8,5.91,27,27107,10.21,24.18,3.09,6,NN|VB,0,20,3,1,1
mischief,21,2.9,5,830,6.72,2.1,2.03,8,NN,0,0,6,2,1
miss,14,3.68,258,30936,10.34,467.65,4.38,4,VB|NN,11,32,3,1,1
missile,21,6.8,48,5867,8.68,13.14,2.83,7,NN,2,9,4,2,1
mist,11,4.42,14,3266,8.09,3.55,2.26,4,NN|VB,14,25,4,1,1
mistake,11,2.7,34,25420,10.14,101.96,3.72,7,NN|VB,0,3,6,2,2
mister,12,3.32,10,2183,7.69,45.61,3.37,6,NN,6,8,5,2,1
misunderstand,,,1,1371,7.22,3.29,2.23,13,VB,0,0,12,4,2
mitten,9,6.37,,139,4.93,0.45,1.38,6,NN,2,8,4,2,1
mittens,,,2,267,5.59,1.02,1.72,7,NN,1,6,5,2,2
mix,14, ,13,19759,9.89,16.35,2.92,3,NN|VB,11,36,4,1,1
mixer,,,2,2666,7.89,1.08,1.75,5,NN,6,2,5,2,2
mixture,20, ,30,7659,8.94,2.47,2.1,7,NN,1,1,6,2,2
moat,15,4.98,,2286,7.73,1.18,1.79,4,NN,10,32,3,1,1
mob,10,5.1,10,7529,8.93,12.94,2.82,3,NN,23,22,3,1,1
modern,15, ,198,35406,10.47,18.24,2.97,6,JJ|NN,0,0,5,2,1
moist,5,3.51,11,1791,7.49,1.8,1.97,5,JJ,3,14,4,1,1
mold,15,4.75,45,3748,8.23,4.29,2.34,4,NN|VB,13,31,4,1,1
mole_animal,,,,,,,,11,,,,,,
molten,8, ,3,638,6.46,1.16,1.78,6,JJ,0,2,5,2,2
mom,5,6.4,3,15795,9.67,430.39,4.34,3,NN,18,25,3,1,1
moment,14,2.68,246,43625,10.68,187.04,3.98,6,NN,1,0,6,2,1
monarch,10,6.4,3,910,6.81,0.82,1.63,7,NN,0,1,5,2,2
monastery,7,5.44,,714,6.57,3.71,2.28,9,NN,0,0,9,4,2
monday,17, ,68,20612,9.93,33.29,3.23,6,NN,0,2,5,2,2
money,19,5.77,265,209588,12.25,640.76,4.51,5,NN,6,20,4,2,1
moneymaker,,,,67,4.2,0.37,1.3,10,NN,0,0,8,4,3
mongoose,8,5.76,,363,5.89,0.65,1.53,8,NN,0,0,6,2,1
monk,8,6.63,16,3775,8.24,7.37,2.58,4,NN,7,11,4,1,1
monkey,22,5.46,9,4882,8.49,33.51,3.23,6,NN|VB,1,5,5,2,1
monotone,,,3,196,5.28,0.1,0.78,8,NN,1,0,7,3,2
monotonous,12, ,8,359,5.88,0.84,1.64,10,JJ,0,0,8,4,3
monster,22,5.08,6,15607,9.66,38.86,3.3,7,NN,3,2,6,2,1
month,17,3.2,130,76300,11.24,95.18,3.69,5,NN,2,2,4,1,1
monthly,15, ,23,24699,10.11,2.98,2.18,7,JJ|RB,0,0,6,2,2
monument,17, ,21,1488,7.31,2.29,2.07,8,NN,0,0,9,3,1
moon,10,5.68,60,30689,10.33,49.96,3.41,4,NN|VB,13,34,3,1,1
moonlight,19, ,13,1138,7.04,6.94,2.55,9,NN,0,2,6,2,2
moose,18,6.03,,3475,8.15,5.53,2.45,5,NN,7,22,3,1,1
mop,13,6.29,3,723,6.58,4.14,2.33,3,NN|VB,21,22,3,1,1
moral,22,1.39,142,21254,9.96,13.51,2.84,5,JJ|NN,5,7,5,2,1
morals,22,1.39,7,2905,7.97,2.92,2.18,6,NN,5,4,6,2,2
more,9,2.77,2216,1076711,13.89,1298.59,4.82,4,JJ|RB,22,44,3,1,1
morning,18,5.11,211,36262,10.5,439,4.35,7,NN,2,2,6,2,1
moron,10, ,,4610,8.44,14.78,2.88,5,NN,2,3,5,2,1
morse,5, ,29,2301,7.74,2.76,2.15,5,NN,8,16,4,1,1
mortgage,11,4.44,17,4758,8.47,5.9,2.48,8,NN|VB,0,2,6,2,1
moss,11,5.6,9,3715,8.22,2.84,2.16,4,NN,22,24,3,1,1
most,12,3.17,1160,495365,13.11,350.76,4.25,4,RB|JJ,15,20,4,1,1
motel,13,6.18,24,1671,7.42,18.18,2.97,5,NN,6,4,5,2,1
moth,14,5.46,1,515,6.24,2.27,2.07,4,NN,6,14,3,1,1
mother,13,5.47,216,42113,10.65,479.92,4.39,6,NN,3,4,4,2,1
motion,16,3.63,55,19183,9.86,18.96,2.99,6,NN|VB,3,4,4,2,1
motionless,12, ,7,515,6.24,0.33,1.26,10,JJ,0,0,7,3,2
motor,13,6.24,56,13981,9.55,13.16,2.83,5,NN|JJ|VB,1,16,4,2,1
motorcycle,20, ,,3696,8.22,8.92,2.66,10,NN,0,0,8,4,2
mountain,17,6.25,33,34727,10.46,35.39,3.26,8,NN,1,2,5,2,1
mountains,,,43,9178,9.12,18.65,2.98,9,NN,1,1,6,2,2
mouse,10,6.12,10,37838,10.54,19.12,2.99,5,NN,10,18,3,1,1
mouse_computer,,,,,,,,14,,,,,,
mousse,14,4.81,,406,6.01,1.16,1.78,6,NN,1,22,3,1,1
mouth,19,5.47,103,34157,10.44,104.41,3.73,5,NN,5,6,3,1,1
move,27,3.81,171,80091,11.29,418.14,4.33,4,VB|NN,14,11,3,1,1
movement,16,4.03,128,30554,10.33,14.84,2.88,8,NN,0,0,7,2,2
movie,21,5.85,29,61248,11.02,122.96,3.8,5,NN,1,5,4,2,2
mow,7, ,,761,6.63,2.29,2.07,3,VB,26,58,2,1,1
mower,6, ,,451,6.11,1.47,1.88,5,NN,10,22,3,1,2
much,9,2.38,937,483898,13.09,973.25,4.7,4,JJ|RB,6,18,3,1,1
mud,10,6.02,32,11445,9.35,14.82,2.88,3,NN,12,27,3,1,1
muffin,14,6.53,,991,6.9,5.82,2.47,6,NN,1,2,5,2,1
mug,9,5.72,1,1642,7.4,6.84,2.54,3,NN,16,24,3,1,1
mule,11,5.39,4,1488,7.31,7.02,2.56,4,NN,10,6,4,1,1
multiply,11,3.55,10,3467,8.15,1.94,2,8,VB,1,0,8,3,2
mummy,15,5.38,,2654,7.88,9.8,2.7,5,NN,6,15,4,2,2
munch,7,4.08,1,1219,7.11,0.84,1.64,5,VB,5,7,4,1,1
murder,10,4.68,75,19075,9.86,112.1,3.76,6,NN|VB,0,14,4,2,1
murderer,19, ,19,1996,7.6,26.57,3.13,8,NN,1,3,5,3,2
muscle,22,6,42,9316,9.14,13.61,2.84,6,NN|VB,0,14,4,2,1
mushroom,22, ,2,1873,7.54,2.14,2.04,8,NN|VB,0,0,6,2,1
music,25,5.15,216,134404,11.81,151.65,3.89,5,NN,0,3,6,2,1
musk,11,4.11,,216,5.38,0.53,1.45,4,NN,13,14,4,1,1
must,17,2.93,1013,306094,12.63,699.24,4.55,4,VB,15,23,4,1,1
mustache,9,5.77,5,487,6.19,4.94,2.4,8,NN,0,1,6,2,1
mute,10, ,3,1377,7.23,2.49,2.11,4,JJ,10,8,4,1,1
mutton,14,5.34,8,168,5.12,0.78,1.61,6,NN,4,5,4,2,1
muzzle,,,10,1887,7.54,1.59,1.91,6,NN|VB,4,8,4,2,1
mystery,19, ,39,10205,9.23,22.96,3.07,7,NN,1,1,7,3,2
mystical,,,5,2379,7.77,2.82,2.16,8,JJ,0,1,7,3,3
myth,19,3.18,35,8162,9.01,6.9,2.55,4,NN,2,21,3,1,1
mythology,14, ,3,2585,7.86,1.98,2.01,9,NN,0,0,8,4,3
nag,15,3.6,,804,6.69,2.18,2.05,3,NN|VB,21,23,3,1,1
nail,6,5.6,6,4603,8.43,18.65,2.98,4,NN|VB,13,46,3,1,1
naive,15, ,7,4854,8.49,6.45,2.52,5,JJ,1,0,4,2,1
naked,,,32,13367,9.5,39.25,3.3,5,JJ,6,0,5,2,1
name,20,3.96,294,297695,12.6,641.86,4.51,4,NN|VB,11,21,3,1,1
nap,11, ,4,1644,7.4,12.65,2.81,3,NN|VB,21,26,3,1,1
napkin,19,5.29,3,316,5.76,3.61,2.27,6,NN,0,0,6,2,1
narrow,12,3.43,63,10049,9.22,7.02,2.56,6,JJ|VB,6,8,4,2,1
nation,12,4.17,139,29567,10.29,20.49,3.02,6,NN,2,3,4,2,1
native,15,4.67,46,27377,10.22,8.25,2.63,6,JJ|NN,1,1,5,2,1
natural,25, ,156,45294,10.72,42.35,3.33,7,JJ|NN,1,0,6,2,2
nature,19, ,191,51563,10.85,45.16,3.36,6,NN,1,4,4,2,1
nausea,9, ,3,1406,7.25,2.16,2.05,6,NN,0,1,4,2,1
nauseous,9, ,,261,5.56,3.1,2.2,8,JJ,0,0,5,2,2
navigator,13, ,2,2184,7.69,2.69,2.14,9,NN,0,0,8,4,3
navy,10,5.08,37,8936,9.1,25.69,3.12,4,NN|JJ,4,8,4,2,2
near,2,3.29,198,78062,11.27,83.1,3.63,4,minor|JJ|VB|RB,15,38,3,1,1
neat,12,3.1,21,11901,9.38,12.45,2.8,4,JJ|NN,14,44,3,1,1
necessary,12,1.87,222,60899,11.02,45.98,3.37,9,JJ|NN,0,0,8,4,2
neck,19,5.83,81,14841,9.61,59.51,3.48,4,NN|VB,5,22,3,1,1
necklace,12,6.12,3,1149,7.05,9.75,2.7,8,NN,0,5,6,2,2
nectarine,,,,52,3.95,0.06,0.6,9,NN|JJ,0,0,7,3,2
